Code article,Désignation,Marque,Modèle,Couleur,Nom fournisseur,Famille,سعر الشراء,Detail - القطاعي - LYD - Lybia,Gros -  الجملة - LYD - Lybia,النوع, مخزن 11 يونيو,مخزن السراج,جنزور
ARSB80281,كسكاس دوش مربع 200*200 مم مع قصبة ذهبي,سانيتاري ويرز,MAF ELSEAH,ذهبي,دار الخزف للمواد الصحية (11 يونيو),كسكاس دوش,93,170,120,مربع,7,2,0
PA30056,بونتة 6 * 16سم,الشركة العالمية للتصدير و الإستيراد,,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),أدوات الثقب,2.45,5,4,قصير,1,8,0
ARSB80500,شطاف ظغط مربع مع طوبو كروم,ليسو,,كروم,دار الخزف للمواد الصحية (11 يونيو),شطاف,78,160,160,مربع,0,9,0
ARSB80288,مثبت خلاط فردي,سانيتاري ويرز,,,مجموعة الشريف,ملحقات خلاط,3,10,5,,9,0,0
ATWC50197,مثبت صندوق بتارية مقعد أرضي,سانيتاري ويرز,TMT257-11,برنزي,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),ملحقات مقاعد,3.35,5,5,دائري,9,0,0
ATWC50232,بتارية مقعد أرضي تحت في كييس,سانيتاري ويرز,,رصاصي,شركة أركان العمارة,ملحقات مقاعد,28,60,40,دائري,9,0,0
ATWC50233,بتارية مقعد أرضي تحت في كييس,سانيتاري ويرز,,أَخْضَرُ,شركة أركان العمارة,ملحقات مقاعد,15,40,30,دائري,5,4,0
PA30736,لقمة جيدور كروم رقم 10,الشركة العالمية للتصدير و الإستيراد,,,محلات الاعتماد (السراج),مجموعة مفاتيح عدة,2.75,10,7,,0,9,0
RFP1750,"فسيبلي "" 1/2 أنثى * ""1/2 أنثى 30سم سميك",فانسكي,اسباني,كروم,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),فسيبلي,7.55,20,15,دائري,9,0,0
ARSB80451,سماعة دوش مع طوبو كروم ,مونتانا س.ل,MT-4101,كروم,شركة أركان العمارة,سماعة دوش,110,220,190,مربع,9,0,0
ARSB80324,كسكاس دوش مربع 250*250 مم مع قصبة كروم,توريما,1372-15231-007,كروم,دار الخزف للمواد الصحية (السراج),كسكاس دوش,385,550,550,مربع,2,7,0
RFP1213,"فسيبلي خلاط مطبخ شجرة (2طرف) ""1/2أنثى 50سم",فيرمر,,كروم,محل سوق الثلاثاء لمواد البناء ,فسيبلي,21.5,35,25,دائري,-1,10,0
ARSB80411,نبلس خلاط دوش مع وردة كروم,سانيتاري ويرز,,كروم,مجموعة الشريف,ملحقات خلاط,4.5,10,8,دائري,9,0,0
RFP1217,"فسيبلي "" 1/2 أنثى * ""1/2 أنثى 60سم",سانيتاري ويرز,,كروم,شركة البهراء العالمية الحديثة,فسيبلي,13.5,15,15,دائري,0,9,0
MC10253,سرفنتينة10 سم * 10 سم كروم ,فينوس,,كروم,شركة لمسات البناء,مجرى,28.565,50,50,مربع,0,9,0
ARSB80460,مصب دوش بدون تحويلة كروم,فينوس,RACHEL D2ES,كروم,شركة لمسات البناء,مصب دوش,71.78,140,120,مربع,2,7,0
AASB30311,مجفف شعر أبيض,فينوس,SD-100,أبيض,شركة لمسات البناء,اكسسوارات,99,150,135,حائطي,9,0,0
CD40622,مسطرة دوش زوجية مربعة مع خلاط أسود,بن أمور,,أسود,مصنع خلاطات و أكسسوارات الصين,مسطرة دوش,320,520,480,مربع,5,4,0
AM0696,دولاب حمام مع حوض وجه 80 سم,بن أمور,203-80,رصاصي,مصنع خلاطات و أكسسوارات الصين,دولاب حمام,550,1100,900,حائطي,4,2,3
AM40697,مراية دولاب حمام 80 سم,بن أمور,203C-80,رصاصي,مصنع خلاطات و أكسسوارات الصين,مراية دولاب,250,420,410,حائطي,4,2,3
EL10702,حوض مطبخ ستانلس ستيل منظومة بيانو 304 75*46 أسود,بن أمور,7546-B,أسود,هانغ كراون,حوض مطبخ ستانلس ستيل,600,950,800,فردي,6,3,0
PE30355,دهان مطاطي عازل أكريليكي  كغ3.5 أبيض,دهانات المدينة مصراتة,,أبيض,محلات الاعتماد (السراج),الجدران خارجي,41.8,53,45,,0,9,0
RO10329,حنفية 3/4 ,سانيتاري ويرز,,,محلات الاعتماد (السراج),حنفية,16.5,25,22,,8,1,0
RE10386,حنفية فردية حوض بلاستك ,سانيتاري ويرز,TIEMME-58,أبيض ناصع ,مجموعة الشريف,حنفية حوض المطبخ,6.6,25,20,دائري,0,9,0
MC10731,سرفنتينة 15 سم * 15 سم كروم,CYRENE,,كروم,شركة الراسيات لاستيراد المواد الصحية و مواد البناء,مجرى,45,75,60,مربع,5,4,0
ARSB80734,قصبة دوش دائري 40 سم ذهبي,ديولو,4-36,ذهبي,شركة النخبة الفريدة لاستيراد مواد البناء,قصبة دوش,27,60,50,دائري,9,0,0
ML30745,مرايا حمام مع إضاءة لد-طول 80*60 سم,ديولو,DE 007,,شركة النخبة الفريدة لاستيراد مواد البناء,مراية مضيئة,81,150,110,لاد,9,0,0
ARSB80989,شطاف ظغط مجرح مع طوبو كروم,اي ار بي,030101,كروم,مجموعة العربي,شطاف,77,150,135,دائري,4,5,0
PLSA0404,وردة كروم,فينوس,F45,كروم,شركة لمسات البناء,وصلة,5.25,12,10,دائري,2,7,0
ARSB80747,مخرج شطاف مع علاق أسود,فيدار,FD12005-B,أسود,المسوق الاسطى,مخرج شطاف,38,60,50,دائري,9,0,0
