location_name,product_code,product_name,qty
فرع 11 يونيو,EG40150,رف حوض وجه برسلين 80 سم,3.000
فرع 11 يونيو,EG40156,رف حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,EG40173,رف حوض وجه برسلين 80 سم,3.000
فرع 11 يونيو,EG40177,رف حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,EG40179,رف حوض وجه برسلين 80 سم,4.000
فرع 11 يونيو,EG40181,رف حوض وجه برسلين 100 سم,1.000
فرع 11 يونيو,EG40184,رف حوض وجه برسلين 80 سم,5.000
فرع 11 يونيو,EG40186,رف حوض وجه برسلين 80 سم,2.000
فرع 11 يونيو,EG40188,رف حوض وجه برسلين 80 سم,6.000
فرع 11 يونيو,EG40342,رف حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,EG40345,رف حوض وجه برسلين 80 سم,2.000
فرع 11 يونيو,EG40346,رف حوض وجه برسلين 80 سم,2.000
فرع 11 يونيو,EG40347,رف حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,EG40348,رف حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,EG40349,رف حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,EG40351,رف حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,EG40352,رف حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,EG40353,رف حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,EG40355,رف حوض وجه برسلين 65 سم,3.000
فرع 11 يونيو,EG40356,رف حوض وجه برسلين 60 سم,2.000
فرع 11 يونيو,EG40357,رف حوض وجه برسلين 65 سم,2.000
فرع 11 يونيو,EG40358,رف حوض وجه برسلين 65 سم,2.000
فرع 11 يونيو,EG40359,رف حوض وجه برسلين 65 سم,1.000
فرع 11 يونيو,EG40360,رف حوض وجه برسلين 65 سم,3.000
فرع 11 يونيو,EG40370,رف حوض وجه برسلين 80 سم,2.000
فرع 11 يونيو,EG40371,رف حوض وجه برسلين 80 سم,2.000
فرع 11 يونيو,EG40372,رف حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,EG40373,رف حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,EG40375,رف حوض وجه برسلين 80 سم,3.000
فرع 11 يونيو,EG40392,رف حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,EG40395,رف حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,EG40446,رف حوض وجه برسلين 65 سم,1.000
فرع 11 يونيو,EG40609,رف رخامي كوارتز 60*50سم,1.000
فرع 11 يونيو,EG40748,رف كواريون كوارتز 80سم أبيض,3.000
فرع 11 يونيو,EG40750,رف كواريون كوارتز 80سم أبيض,2.000
فرع 11 يونيو,EG40774,رف كواريون كوارتز 60سم,3.000
فرع 11 يونيو,EG40862,رف كواريون كوارتز 100سم أبيض,3.000
فرع 11 يونيو,EG40940,رف كواريون كوارتز 100سم,2.000
فرع 11 يونيو,EG40982,رف كواريون كوارتز 100سم أبيض,3.000
فرع 11 يونيو,EG40988,رف كواريون كوارتز 80سم أبيض,1.000
فرع 11 يونيو,EL10005,حوض مطبخ ستانلس ستيل   304,1.000
فرع 11 يونيو,EL10006,حوض مطبخ ستانلس ستيل AS248 50*81,1.000
فرع 11 يونيو,EL10017,حوض مطبخ ستانلس ستيل   304 81*51 كروم,2.000
فرع 11 يونيو,EL10019,حوض مطبخ ستانلس ستيل   304 85*45 كروم,1.000
فرع 11 يونيو,EL10020,حوض مطبخ ستانلس ستيل   304 86 * 45 سم,3.000
فرع 11 يونيو,EL10040,حوض مطبخ ستانلس ستيل   304 76*45 سم كروم,11.000
فرع 11 يونيو,EL10136,حوض مطبخ ستانلس ستيل   304 60 * 45 سم,4.000
فرع 11 يونيو,EL10137,حوض مطبخ ستانلس ستيل   304 70 * 45 سم,1.000
فرع 11 يونيو,EL10166,حوض مطبخ ستانلس ستيل منظومة بيانو 304 75*45 كروم,2.000
فرع 11 يونيو,EL10237,حوض مطبخ ستانلس ستيل   304 50*50 كروم,-1.000
فرع 11 يونيو,EL10241,حوض مطبخ ستانلس ستيل نص منظومة  304 75*45 أسود,6.000
فرع 11 يونيو,EL10242,حوض مطبخ ستانلس ستيل منظومة بيانو 304 75*46 أسود,4.000
فرع 11 يونيو,EL10385,حوض مطبخ ستانلس ستيل   304 81 *45 سم,2.000
فرع 11 يونيو,EL10386,حوض مطبخ ستانلس ستيل   304 65 * 45 سم,1.000
فرع 11 يونيو,EL10387,حوض مطبخ ستانلس ستيل   304 75 * 45 سم,2.000
فرع 11 يونيو,EL10403,حوض مطبخ ستانلس ستيل منظومة دائري بيانو 304 75*46 كروم,1.000
فرع 11 يونيو,EL10432,حوض مطبخ ستانلس ستيل   304 50 * 45 سم,1.000
فرع 11 يونيو,EL10433,حوض مطبخ ستانلس ستيل 76*45 سم أسود,4.000
فرع 11 يونيو,EL10595,حوض مطبخ ستانلس ستيل 304 80*45,3.000
فرع 11 يونيو,EL10685,حوض مطبخ ستانلس ستيل 304 75*45,2.000
فرع 11 يونيو,EL10701,حوض مطبخ ستانلس ستيل منظومة بيانو 304 75*46 كروم,3.000
فرع 11 يونيو,EL10702,حوض مطبخ ستانلس ستيل منظومة بيانو 304 75*46 أسود,5.000
فرع 11 يونيو,EL10770,حوض مطبخ ستانلس ستيل 304 78*43,1.000
فرع 11 يونيو,EL10865,حوض مطبخ ستانلس ستيل   304 76 *50.5 سم,1.000
فرع 11 يونيو,EL10866,حوض مطبخ ستانلس ستيل    تحت الرخامة 304 86 * 44 سم,3.000
فرع 11 يونيو,EL10884,حوض مطبخ ستانلس ستيل   65*45 أسود,2.000
فرع 11 يونيو,EL10885,حوض مطبخ ستانلس ستيل   65*45 رصاصي,3.000
فرع 11 يونيو,EL10886,حوض مطبخ ستانلس ستيل   60*45 رصاصي,3.000
فرع 11 يونيو,EL10888,حوض مطبخ ستانلس ستيل   80*48 رصاصي,4.000
فرع 11 يونيو,EL10933,حوض مطبخ ستانلس ستيل تحت الرخامة 304 75*44 سم,1.000
فرع 11 يونيو,EL10934,حوض مطبخ ستانلس ستيل   304 تحت الرخامة 76.2*40*22سم كروم,4.000
فرع 11 يونيو,EL10985,حوض مطبخ ستانلس ستيل تحت الرخامة 304 50*40*22 سم,3.000
فرع 11 يونيو,FAB0100,تصنيع قاعدة برسلين,-2.000
فرع 11 يونيو,FAB0175,طلاء وجه خلاط شطافة,-13.000
فرع 11 يونيو,FAB0176,طلاء وجه خلاط دوش,-12.000
فرع 11 يونيو,FAB0177,طلاء وجه زر بتارية,-9.000
فرع 11 يونيو,FAB0178,طلاء وجه مسكر بي بي ار,-3.000
فرع 11 يونيو,FAB0559,تصنيع حوض مع قاعدة برسلين,-2.000
فرع 11 يونيو,FAB1064,تصنيع حوض مع قاعدة برسلين,-1.000
فرع 11 يونيو,FAB1089,تصنيع قاعدة برسلين,-1.000
فرع 11 يونيو,LG40081,قاعدة حوض وجه برسلين 90 سم,1.000
فرع 11 يونيو,LG40100,حوض وجه برسلين مشطوف مع رف 60,2.000
فرع 11 يونيو,LG40105,حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,LG40112,حوض وجه برسلين مشطوف 80 سم,1.000
فرع 11 يونيو,LG40147,حوض وجه برسلين 100 سم,1.000
فرع 11 يونيو,LG40149,حوض وجه برسلين مشطوف 80 سم,3.000
فرع 11 يونيو,LG40155,حوض وجه برسلين مشطوف لد 80 سم,3.000
فرع 11 يونيو,LG40172,حوض وجه برسلين مشطوف 80 سم,3.000
فرع 11 يونيو,LG40176,حوض وجه برسلين مشطوف 80 سم,1.000
فرع 11 يونيو,LG40178,حوض وجه برسلين مشطوف 80 سم,4.000
فرع 11 يونيو,LG40180,حوض وجه برسلين 100 سم,1.000
فرع 11 يونيو,LG40183,حوض وجه برسلين مشطوف 80 سم,5.000
فرع 11 يونيو,LG40185,حوض وجه برسلين مشطوف 80 سم,2.000
فرع 11 يونيو,LG40187,حوض وجه برسلين مشطوف 80 سم,5.000
فرع 11 يونيو,LG40193,حوض وجه برسلين مشطوف مع رف 80 سم,-4.000
فرع 11 يونيو,LG40194,حوض وجه برسلين مشطوف مع رف 80 سم,-1.000
فرع 11 يونيو,LG40315,حوض وجه برسلين مشطوف 80 سم,2.000
فرع 11 يونيو,LG40318,حوض وجه برسلين مشطوف 80 سم,2.000
فرع 11 يونيو,LG40319,حوض وجه برسلين مشطوف 80 سم,1.000
فرع 11 يونيو,LG40320,حوض وجه برسلين مشطوف 80 سم,1.000
فرع 11 يونيو,LG40322,حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,LG40323,حوض وجه برسلين 65 سم,1.000
فرع 11 يونيو,LG40324,حوض وجه برسلين 65 سم,1.000
فرع 11 يونيو,LG40325,حوض وجه برسلين مشطوف 80 سم,2.000
فرع 11 يونيو,LG40326,حوض وجه برسلين مشطوف 80 سم,1.000
فرع 11 يونيو,LG40328,حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,LG40329,حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,LG40330,حوض وجه برسلين 65 سم,3.000
فرع 11 يونيو,LG40331,حوض وجه برسلين 65 سم,1.000
فرع 11 يونيو,LG40332,حوض وجه برسلين 65 سم,2.000
فرع 11 يونيو,LG40336,حوض وجه برسلين 100 سم,-1.000
فرع 11 يونيو,LG40361,حوض وجه برسلين 60 سم,2.000
فرع 11 يونيو,LG40368,حوض وجه برسلين مشطوف 80 سم,1.000
فرع 11 يونيو,LG40369,حوض وجه برسلين مشطوف 80 سم,2.000
فرع 11 يونيو,LG40374,حوض وجه برسلين 80 سم,3.000
فرع 11 يونيو,LG40375,حوض وجه برسلين مشطوف 80 سم,2.000
فرع 11 يونيو,LG40388,حوض وجه برسلين مع رف 65 سم,-2.000
فرع 11 يونيو,LG40391,حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,LG40394,حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,LG40400,حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,LG40445,حوض وجه برسلين 80 سم,1.000
فرع 11 يونيو,LG40749,حوض كواريون كوارتز80سم أبيض,3.000
فرع 11 يونيو,LG40751,حوض كواريون كوارتز80سم أبيض,2.000
فرع 11 يونيو,LG40773,حوض كواريون كوارتز 60سم,3.000
فرع 11 يونيو,LG40795,حوض كواريون كوارتزأبيض 60سم,1.000
فرع 11 يونيو,LG40861,حوض كواريون كوارتز100سم أبيض,3.000
فرع 11 يونيو,LG40902,حوض رخامي كوريان 80سم,3.000
فرع 11 يونيو,LG40939,حوض كواريون كوارتز 100سم,2.000
فرع 11 يونيو,LG40981,حوض كواريون كوارتز100سم أبيض,3.000
فرع 11 يونيو,LG40987,حوض كواريون كوارتز80سم أبيض,1.000
فرع 11 يونيو,LG41028,حوض مع رف كواريون كوارتز 80سم أبيض,3.000
فرع 11 يونيو,LG41137,حوض معا رف كوارتز80سم أبيض,1.000
فرع 11 يونيو,MA20010,خلاط حوض المطبخ سحاب كروم,1.000
فرع 11 يونيو,MA20014,خلاط حوض المطبخ سحاب أسود,3.000
فرع 11 يونيو,MA20018,خلاط حوض المطبخ سحاب كروم,-1.000
فرع 11 يونيو,MA20019,خلاط حوض المطبخ سحاب ذهبي,2.000
فرع 11 يونيو,MA20021,خلاط حوض المطبخ سحاب ذهبي,1.000
فرع 11 يونيو,MA20030,خلاط حوض المطبخ سحاب أسود,2.000
فرع 11 يونيو,MA20041,خلاط حوض المطبخ سحاب دهبي,2.000
فرع 11 يونيو,MA20050,خلاط حوض المطبخ سحاب أسود,1.000
فرع 11 يونيو,MA20051,خلاط حوض المطبخ سحاب اسود,3.000
فرع 11 يونيو,MA20120,خلاط حوض المطبخ دبل سحاب أسود,1.000
فرع 11 يونيو,MA20122,خلاط حوض المطبخ سحاب كروم,-1.000
فرع 11 يونيو,MA20460,خلاط حوض المطبخ سحاب كروم,4.000
فرع 11 يونيو,MA20461,خلاط حوض المطبخ سحاب كروم,5.000
فرع 11 يونيو,MA20462,خلاط حوض المطبخ سحاب كروم,5.000
فرع 11 يونيو,MA20615,خلاط حوض المطبخ سحاب أسود,2.000
فرع 11 يونيو,MA20620,خلاط حوض المطبخ دبل سحاب كروم,2.000
فرع 11 يونيو,MA20623,خلاط حوض المطبخ سحاب أسود-كروم,5.000
فرع 11 يونيو,MA20875,خلاط حوض المطبخ سحاب أسود- كروم,1.000
فرع 11 يونيو,MA20894,خلاط حوض المطبخ سحاب كروم,6.000
فرع 11 يونيو,MA20895,خلاط حوض المطبخ سحاب أسود,4.000
فرع 11 يونيو,MA20902,خلاط حوض المطبخ مولة أسود مطفي,16.000
فرع 11 يونيو,MA20903,خلاط حوض المطبخ مولة كروم,40.000
فرع 11 يونيو,MA20904,خلاط حوض المطبخ مولة أسود مطفي,17.000
فرع 11 يونيو,MA20905,خلاط حوض المطبخ مولة كروم,24.000
فرع 11 يونيو,MA20906,خلاط حوض المطبخ مولة أسود لامع,44.000
فرع 11 يونيو,MA20907,خلاط حوض المطبخ سحاب كروم,24.000
فرع 11 يونيو,MA20910,خلاط حوض المطبخ سحاب ذهبي,7.000
فرع 11 يونيو,MA20911,خلاط حوض المطبخ سحاب رصاصي,4.000
فرع 11 يونيو,MA20912,خلاط حوض المطبخ سحاب كروم,29.000
فرع 11 يونيو,MA20913,خلاط حوض المطبخ سحاب أسود مطفي,5.000
فرع 11 يونيو,MA20920,خلاط حوض المطبخ مولة كروم,17.000
فرع 11 يونيو,MA20921,خلاط حوض المطبخ سحاب كروم مطفي,66.000
فرع 11 يونيو,MA20922,خلاط حوض المطبخ سحاب رصاصي مطفي,45.000
فرع 11 يونيو,MA20923,خلاط حوض المطبخ سحاب كروم مطفي,5.000
فرع 11 يونيو,MA20927,خلاط حوض المطبخ سحاب أسود,8.000
فرع 11 يونيو,MA20931,خلاط حوض المطبخ سحاب كروم,8.000
فرع 11 يونيو,MA20932,خلاط حوض المطبخ سحاب كروم,5.000
فرع 11 يونيو,MC10001,مجرى شباك  40 سم *8 سم كروم,8.000
فرع 11 يونيو,MC10002,مجرى 50 سم *8 سم كروم,10.000
فرع 11 يونيو,MC10003,سرفنتينة 15 سم * 15 سم اسود,4.000
فرع 11 يونيو,MC10004,مجرى 40 سم *6 سم دهبي,6.000
فرع 11 يونيو,MC10005,مجرى 50 سم *6 سم دهبي,1.000
فرع 11 يونيو,MC10006,مجرى 30 سم *6 سم دهبي,5.000
فرع 11 يونيو,MC10009,سرفنتينة 15 سم * 15 سم كروم,2.000
فرع 11 يونيو,MC10012,سرفنتينة 15 سم * 15 سم كروم,19.000
فرع 11 يونيو,MC10013,مجرى 50 سم *6 سم كروم,-1.000
فرع 11 يونيو,MC10014,مجرى 60 سم *6 سم كروم,6.000
فرع 11 يونيو,MC10047,مجرى 30 سم *6 سم أسود,4.000
فرع 11 يونيو,MC10048,مجرى 40 سم *10 سم  مشبك كروم,5.000
فرع 11 يونيو,MC10056,مجرى 33 سم *10 سم مشبك كروم,1.000
فرع 11 يونيو,MC10057,سرفنتينة 15 سم * 15 سم كروم,4.000
فرع 11 يونيو,MC10059,مجرى 40 سم *10 سم أسود,2.000
فرع 11 يونيو,MC10061,مجرى 50 سم *7 سم كروم,7.000
فرع 11 يونيو,MC10062,مجرى 50 سم *6 سم كروم,5.000
فرع 11 يونيو,MC10063,مجرى 60سم *7 سم كروم,3.000
فرع 11 يونيو,MC10064,مجرى 20سم *7 سم كروم,1.000
فرع 11 يونيو,MC10065,مجرى 30سم *7 سم كروم,1.000
فرع 11 يونيو,MC10066,مجرى 30سم *7 سم كروم,3.000
فرع 11 يونيو,MC10067,سرفنتينة 15 سم * 15 سم بلاستك,5.000
فرع 11 يونيو,MC10069,مجرى 40 سم 6* سم ذهبي,1.000
فرع 11 يونيو,MC10072,سرفنتينة 20*20*28 سم مثلث كروم,3.000
فرع 11 يونيو,MC10073,سرفنتينة 20*20*28 سم مثلث مشبك كروم,5.000
فرع 11 يونيو,MC10074,مجرى 30 سم *6 سم دهبي,1.000
فرع 11 يونيو,MC10075,مجرى 40 سم *6 سم دهبي,1.000
فرع 11 يونيو,MC10076,سرفنتينة 15 سم * 15 سم كروم,2.000
فرع 11 يونيو,MC10079,سرفنتينة 15 سم * 15 سم كروم,2.000
فرع 11 يونيو,MC10080,سرفنتينة 15 سم * 15 سم كروم,3.000
فرع 11 يونيو,MC10082,سرفنتينة 15 سم * 15 سم أبيض,1.000
فرع 11 يونيو,MC10083,مجرى 45سم *7 سم كروم,4.000
فرع 11 يونيو,MC10084,مجرى 45سم *7 سم كروم,1.000
فرع 11 يونيو,MC10085,مجرى 45سم *7 سم كروم,3.000
فرع 11 يونيو,MC10086,مجرى 55سم *7 سم كروم,1.000
فرع 11 يونيو,MC10087,مجرى 55سم *7 سم كروم,1.000
فرع 11 يونيو,MC10088,مجرى 55سم *7 سم كروم,3.000
فرع 11 يونيو,MC10089,مجرى 60سم *7 سم كروم,4.000
فرع 11 يونيو,MC10090,مجرى 45سم *7 سم كروم,1.000
فرع 11 يونيو,MC10094,مجرى 75سم *7 سم أبيض,1.000
فرع 11 يونيو,MC10095,مجرى 45سم *7 سم كروم,1.000
فرع 11 يونيو,MC10096,مجرى 45سم *7 سم كروم,1.000
فرع 11 يونيو,MC10098,مجرى 45سم *7 سم كروم,1.000
فرع 11 يونيو,MC10111,سرفنتينة 13 سم * 13 سم كروم,5.000
فرع 11 يونيو,MC10139,سرفنتينة 15 سم * 15 سم ذهبي,3.000
فرع 11 يونيو,MC10182,سرفنتينة 15 سم * 15 سم مع مانع رائحة كروم,6.000
فرع 11 يونيو,MC10183,سرفنتينة 15 سم * 15 سم كروم,4.000
فرع 11 يونيو,MC10192,سرفنتينة 15 سم * 15 سم كروم,-2.000
فرع 11 يونيو,MC10203,سرفنتينة 15 سم * 15 سم كروم,13.000
فرع 11 يونيو,MC10257,مجرى 40 سم *6 سم كروم,4.000
فرع 11 يونيو,MC10269,مجرى 33 سم *7 سم كروم,11.000
فرع 11 يونيو,MC10270,مجرى 50 سم *7 سم كروم,6.000
فرع 11 يونيو,MC10271,مجرى 60 سم *7 سم كروم,8.000
فرع 11 يونيو,MC10288,مانع رائحة كروم,1.000
فرع 11 يونيو,MC10310,سرفنتينة 15 سم * 15 سم كروم,-2.000
فرع 11 يونيو,MC10413,سرفنتينة 15 سم * 15 سم كروم,17.000
فرع 11 يونيو,MC10415,مجرى 75 سم *7 سم كروم,5.000
فرع 11 يونيو,MC10446,مجرى 40 سم *8 سم كروم,5.000
فرع 11 يونيو,MC10452,مجرى 50 سم *6 سم كروم,7.000
فرع 11 يونيو,MC10455,مجرى 50 سم *8 سم مشبكة كروم,5.000
فرع 11 يونيو,MC10470,مجرى 55سم *7 سم كروم,2.000
فرع 11 يونيو,MC10471,مجرى 30سم *7 سم كروم,2.000
فرع 11 يونيو,MC10478,مجرى 60سم *7 سم كروم,4.000
فرع 11 يونيو,MC10480,مجرى 45سم *7 سم كروم,8.000
فرع 11 يونيو,MC10632,سرفنتينة 15 سم * 15 سم مع مانع رائحة كروم لامع,45.000
فرع 11 يونيو,MC10641,مجرى 30سم *3 سم كروم,10.000
فرع 11 يونيو,MC10642,مجرى 50سم *3 سم كروم,8.000
فرع 11 يونيو,MC10643,مجرى 30 سم *8 سم كروم,6.000
فرع 11 يونيو,MC10645,مجرى 40 سم *8 سم أسود,8.000
فرع 11 يونيو,MC10646,مجرى 40 سم *8 سم ذهبي,4.000
فرع 11 يونيو,MC10647,مجرى 50 سم *8 سم كروم,3.000
فرع 11 يونيو,MC10648,مجرى 60 سم *8 سم كروم,10.000
فرع 11 يونيو,MC10652,سرفنتينة 15 سم * 15 سم كروم,33.000
فرع 11 يونيو,MC10653,سرفنتينة 15 سم * 15 سم أسود,12.000
فرع 11 يونيو,MC10654,سرفنتينة 15 سم * 15 سم ذهبي,5.000
فرع 11 يونيو,MC10655,سرفنتينة 10 سم * 10 سم كروم,15.000
فرع 11 يونيو,MC10715,مجرى 50 سم *7 سم كروم,10.000
فرع 11 يونيو,MC10731,سرفنتينة 15 سم * 15 سم كروم,5.000
فرع 11 يونيو,MC10770,مجرى 50 سم *8 سم كروم,2.000
فرع 11 يونيو,MC10802,مجرى 30 سم *6 سم كروم,1.000
فرع 11 يونيو,MC10855,مجرى 30 سم *6 سم كروم,1.000
فرع 11 يونيو,MC10886,مجرى 60 سم *5 سم كروم,1.000
فرع 11 يونيو,MC10990,مجرى 40 سم *6 سم كروم,5.000
فرع 11 يونيو,MD20002,خلاط دوش كروم,1.000
فرع 11 يونيو,MD20003,خلاط دوش كروم,-1.000
فرع 11 يونيو,MD20004,خلاط دوش كروم,2.000
فرع 11 يونيو,MD20013,خلاط دوش كروم,-1.000
فرع 11 يونيو,MD20014,خلاط دوش كروم,2.000
فرع 11 يونيو,MD20017,خلاط دوش كروم,1.000
فرع 11 يونيو,MD20023,خلاط دوش كروم,1.000
فرع 11 يونيو,MD20024,خلاط دوش كروم,5.000
فرع 11 يونيو,MD20025,خلاط دوش ذهبي,1.000
فرع 11 يونيو,MD20026,خلاط دوش كروم,6.000
فرع 11 يونيو,MD20027,خلاط دوش ذهبي,1.000
فرع 11 يونيو,MD20029,خلاط دوش كروم,2.000
فرع 11 يونيو,MD20031,خلاط دوش كروم,1.000
فرع 11 يونيو,MD20060,خلاط دوش مع سماعة كروم,7.000
فرع 11 يونيو,MD20163,خلاط دوش أسود,1.000
فرع 11 يونيو,MD20242,خلاط دوش كروم,1.000
فرع 11 يونيو,MD20246,خلاط دوش أسود,2.000
فرع 11 يونيو,MD20248,خلاط دوش ذهبي,8.000
فرع 11 يونيو,MD20435,خلاط دوش كروم,-1.000
فرع 11 يونيو,MD20470,خلاط دوش كروم,1.000
فرع 11 يونيو,MD20524,خلاط دوش كروم,11.000
فرع 11 يونيو,MD20525,خلاط دوش كروم,1.000
فرع 11 يونيو,MD20619,خلاط دوش كروم,6.000
فرع 11 يونيو,MD20627,خلاط دوش كروم,4.000
فرع 11 يونيو,MD20792,خلاط دوش كروم,6.000
فرع 11 يونيو,MD20793,خلاط دوش كروم,3.000
فرع 11 يونيو,MD20855,خلاط دوش كروم,16.000
فرع 11 يونيو,MD20857,خلاط دوش ذهبي,11.000
فرع 11 يونيو,MD20860,خلاط دوش أسود,11.000
فرع 11 يونيو,MD20896,خلاط دوش ذهبي,26.000
فرع 11 يونيو,MD20897,خلاط دوش أسود,23.000
فرع 11 يونيو,MD20898,خلاط دوش كروم,22.000
فرع 11 يونيو,MD20899,خلاط دوش كروم,20.000
فرع 11 يونيو,MD20900,خلاط دوش أسود,11.000
فرع 11 يونيو,MD20996,خلاط دوش مع سماعة كروم,6.000
فرع 11 يونيو,MD21005,خلاط دوش كروم,7.000
فرع 11 يونيو,MDE50003,خلاط دوش مدفون مع مصب وقصبة وكسكاس ذهبي,2.000
فرع 11 يونيو,MDE50004,خلاط دوش مدفون مع مصب وقصبة وكسكاس ذهبي,2.000
فرع 11 يونيو,MDE50006,خلاط دوش مدفون مع مصب وقصبة وكسكاس أبيض,1.000
فرع 11 يونيو,MDE50022,خلاط دوش مدفون كروم,2.000
فرع 11 يونيو,MDE50023,خلاط دوش مدفون كروم,2.000
فرع 11 يونيو,MDE50024,خلاط دوش مدفون كروم,1.000
فرع 11 يونيو,MDE50025,خلاط دوش مدفون كروم,1.000
فرع 11 يونيو,MDE50026,خلاط دوش مدفون كروم,1.000
فرع 11 يونيو,MDE50040,خلاط دوش مدفون كروم,2.000
فرع 11 يونيو,MDE50041,خلاط دوش مدفون كروم,5.000
فرع 11 يونيو,MDE50046,خلاط دوش مدفون كروم,-1.000
فرع 11 يونيو,MDE50047,خلاط دوش مدفون كروم,10.000
فرع 11 يونيو,MDE50049,خلاط دوش مدفون كروم,1.000
فرع 11 يونيو,MDE50050,خلاط دوش مدفون أسود,1.000
فرع 11 يونيو,MDE50052,خلاط دوش مدفون ثلاثي كروم,3.000
فرع 11 يونيو,MDE50291,مطول خلاط دوش مدفون,4.000
فرع 11 يونيو,MDE50504,مطول خلاط شطافة مدفون,4.000
فرع 11 يونيو,MDE50674,خلاط دوش مدفون شريحة دائري كروم,6.000
فرع 11 يونيو,MDE50676,خلاط دوش مدفون كروم,14.000
فرع 11 يونيو,MDE50756,خلاط دوش مدفون أبيض,1.000
فرع 11 يونيو,MDE50757,خلاط دوش مدفون ذهبي,1.000
فرع 11 يونيو,MDE50758,خلاط دوش مدفون مربع ذهبي,2.000
فرع 11 يونيو,MDE50760,خلاط دوش مدفون ايدج ذهبي,1.000
فرع 11 يونيو,MDE50807,خلاط دوش مدفون ميريدا أسود,5.000
فرع 11 يونيو,MDE50821,خلاط دوش مدفون فلفيت أسود,4.000
فرع 11 يونيو,MDE50822,خلاط دوش مدفون ايدج ذهبي,7.000
فرع 11 يونيو,MDE50823,خلاط دوش مدفون شريحة مربع كروم,14.000
فرع 11 يونيو,ME10004,خلاط حوض المطبخ شجرة كروم,1.000
فرع 11 يونيو,ME10009,خلاط حوض المطبخ شجرة كروم,1.000
فرع 11 يونيو,ME10012,خلاط حوض المطبخ شجرة كروم,3.000
فرع 11 يونيو,ME10021,خلاط حوض المطبخ شجرة كروم,9.000
فرع 11 يونيو,ME10022,خلاط حوض المطبخ شجرة كروم,3.000
فرع 11 يونيو,ME10023,حنفية حوض المطبخ شجرة كروم,4.000
فرع 11 يونيو,ME10024,خلاط حوض المطبخ شجرة كروم,3.000
فرع 11 يونيو,ME10025,خلاط حوض المطبخ سخانة فورية شجرة كروم,1.000
فرع 11 يونيو,ME10027,خلاط حوض المطبخ شجرة كروم,1.000
فرع 11 يونيو,ME10028,خلاط حوض المطبخ شجرة كروم,1.000
فرع 11 يونيو,ME10040,خلاط حوض المطبخ شلال شجرة كروم,3.000
فرع 11 يونيو,ME10442,خلاط حوض المطبخ شجرة كروم,2.000
فرع 11 يونيو,ME10572,خلاط حوض المطبخ شجرة كروم,9.000
فرع 11 يونيو,ME10624,خلاط حوض المطبخ شجرة رصاصي,11.000
فرع 11 يونيو,ME10683,خلاط حوض المطبخ شجرة كروم,3.000
فرع 11 يونيو,ME10684,خلاط حوض المطبخ شجرة كروم,4.000
فرع 11 يونيو,ME10775,خلاط حوض المطبخ شجرة نص منظومة كروم,1.000
فرع 11 يونيو,ME10862,خلاط حوض المطبخ شجرة كروم,2.000
فرع 11 يونيو,ME10920,خلاط حوض المطبخ شجرة كروم,29.000
فرع 11 يونيو,ME10921,خلاط حوض المطبخ شجرة ذهبي,18.000
فرع 11 يونيو,ME10922,خلاط حوض المطبخ شجرة أسود مطفي,17.000
فرع 11 يونيو,ME10926,خلاط حوض المطبخ شجرة مولة كروم,10.000
فرع 11 يونيو,ME11006,خلاط حوض المطبخ شجرة كروم,4.000
فرع 11 يونيو,ME11095,خلاط حوض المطبخ شلال شجرة رصاصي,4.000
فرع 11 يونيو,ME11096,خلاط حوض المطبخ شلال شجرة كروم,4.000
فرع 11 يونيو,MF20003,مراية حمام 80 سم,1.000
فرع 11 يونيو,MF20130,مراية حمام 80*60 سم,2.000
فرع 11 يونيو,MF20189,مراية حمام صغيرة بالعلاقة ضد البخار كروم,6.000
فرع 11 يونيو,MF20461,مراية حمام 80 سم,-1.000
فرع 11 يونيو,ML0786,خلاط حوض وجه كروم,5.000
فرع 11 يونيو,ML10000,خلاط حوض وجه كروم,4.000
فرع 11 يونيو,ML10001,خلاط حوض وجه كروم,3.000
فرع 11 يونيو,ML10007,خلاط حوض وجه طويل كروم,1.000
فرع 11 يونيو,ML10008,خلاط حوض وجه أسود,2.000
فرع 11 يونيو,ML10009,خلاط حوض وجه أسود,1.000
فرع 11 يونيو,ML10010,خلاط حوض وجه ذهبي,5.000
فرع 11 يونيو,ML10012,خلاط حوض وجه كروم,-1.000
