code,name,brand,model,category,supplier_id,purchase_price,retail_price,active,barcode,old_id
EL50394,لصقة 0.13 مم * 19 مم * 25 متر,الشركة العالمية للتصدير و الإستيراد,SCAPA 2702,ملحقات الكهرباء,4db58ef5-0e02-ae07-fc14-5629c40b7689,4.750,10.000,t,,210003905
ME10005,خلاط حوض المطبخ تحلية شجرة كروم,سانيتاري ويرز,,خلاط حوض المطبخ شجرة,ac78bb51-d153-70a3-ad89-bdb50a8537eb,185.000,330.000,t,,210002733
ML30493,مرايا حمام مع إضاءة لد 100*80 سم,سانيتاري ويرز,SYC018,مراية مضيئة,9a9f39af-a0d0-6a64-969d-7baa03e28c4f,175.000,280.000,t,,210005024
ML10781,خلاط حوض وجه كروم,سانيتاري ويرز,OM-05,خلاط حوض وجه,b254c840-e3dc-aa50-45cc-22c1a82f1d9d,92.500,170.000,t,,310004122
PA30474,دباسة يدوية,فندر,195056,دباسة,4db58ef5-0e02-ae07-fc14-5629c40b7689,20.500,35.000,t,,210003990
ARSB80283,كسكاس دوش دائري 250 مم كروم,سانيتاري ويرز,MMAAT LSH-RND-250,كسكاس دوش,f68c4a72-8eb2-7563-07ad-b344ff9fe960,65.000,130.000,t,,310002844
ML10055,خلاط حوض وجه مضيء كروم,ليفرنو هوم,,خلاط حوض وجه,081276dc-6952-a613-dc62-614b51522ad0,115.000,210.000,t,,210002639
ML10895,خلاط حوض وجه أسود لامع,بن أمور,B.AMOR003,خلاط حوض وجه,f3749abe-ab61-138e-bb47-655f16ecc625,220.000,350.000,t,,310004349
ARSB80477,طوبو دوش 150سم كروم,ليفرنو هوم,,طوبو دوش,f68c4a72-8eb2-7563-07ad-b344ff9fe960,20.000,50.000,t,,210003251
WA40774,غطاء مقعد أبيض,GALASSIA,5478,غطاء مقعد,f68c4a72-8eb2-7563-07ad-b344ff9fe960,120.000,200.000,t,,310003395
ARSB80390,مصب دوش بدون تحويلة أسود,بريمكس,J007X,مصب دوش,0dafba13-51f2-fc5a-eab7-f16d55bcce40,60.000,130.000,t,,310002851
ARSB80339,"مسكر شطافة ""1/2"" * ""1/2 كروم",فينوس,,مخرج شطاف,0dafba13-51f2-fc5a-eab7-f16d55bcce40,26.000,60.000,t,,210003083
RA30025,"جرجوري4""",الرطيل,جي أم GM,كوع - كوربة,4db58ef5-0e02-ae07-fc14-5629c40b7689,17.000,25.000,t,,210003423
ARSB80467,شطاف ظغط مربع مع طوبو أسود,توريما,1372-03330-009,شطاف,3f8e1d44-c2e4-cecd-ff29-48dc418eba21,265.000,400.000,t,,210004988
P30111,بدل كورة,ماتاكس,PS06-1A,مضخة,4db58ef5-0e02-ae07-fc14-5629c40b7689,89.000,140.000,t,,210003599
AECU50057,صابونية حوض مطبخ أسود,سانيتاري ويرز,,ملحقات أحواض المطابخ,0dafba13-51f2-fc5a-eab7-f16d55bcce40,11.000,35.000,t,,210003511
MA20012,خلاط حوض المطبخ سحاب كروم,سانيتاري ويرز,,خلاط حوض المطبخ سحاب,ac78bb51-d153-70a3-ad89-bdb50a8537eb,155.000,280.000,t,,210002742
PS21108,علاقة مناشف كروم,ليمكس,2664,علاقة مناشف,f592fa51-d431-40c9-f38d-39cdf4092eb2,90.000,200.000,t,,310004611
RA30011,"كوربة 3"" 45°",الرطيل,جي أم GM,كوع - كوربة,4db58ef5-0e02-ae07-fc14-5629c40b7689,11.204,15.000,t,,210003405
SI10509,سلكون حراري استرا اسود 1600c,,,سلكون,f330aa66-9a8a-90ee-d535-6c68ff14b0de,23.000,30.000,t,,210005040
PD20914,حاجز دوش 8 مم  مضبب70  سم,سانيتاري ويرز,PF40-16,حاجز دوش,b254c840-e3dc-aa50-45cc-22c1a82f1d9d,380.000,570.000,t,,310004039
PS20118,علاقة مناشف زوجية كروم,سانيتاري ويرز,,علاقة مناشف,f68c4a72-8eb2-7563-07ad-b344ff9fe960,95.000,160.000,t,,310002967
PLSA0259,"طابة ""1/2 مع وردة كروم",دوس,06-110,وصلة,4db58ef5-0e02-ae07-fc14-5629c40b7689,11.500,15.000,t,,210002982
ML10161,خلاط حوض وجه أسود,سانيتاري ويرز,2308073,خلاط حوض وجه,f68c4a72-8eb2-7563-07ad-b344ff9fe960,69.000,150.000,t,,310003010
ADOU50190,سيفون حوض قدم,تركي,رأس صغير,ملحقات دوش,dc6e5eb0-a2c4-7fc8-161c-528f389f29cc,7.000,20.000,t,,310003283
EL10433,حوض مطبخ ستانلس ستيل 76*45 سم أسود,أسيل,AS3456,حوض مطبخ ستانلس ستيل,b254c840-e3dc-aa50-45cc-22c1a82f1d9d,695.000,1000.000,t,,310003502
ARSB80786,قصبة دوش مربعة 40 سم اسود,سانيتاري ويرز,,قصبة دوش,0dafba13-51f2-fc5a-eab7-f16d55bcce40,62.020,100.000,t,,210004883
ARSB80072,شطاف ظغط مربع مع طوبو كروم,سانيتاري ويرز,,شطاف,0dafba13-51f2-fc5a-eab7-f16d55bcce40,45.000,90.000,t,,210002668
PE30218,"سكينة تغليف  2.5"" 6.5 سم",فندر,,أدوات,4db58ef5-0e02-ae07-fc14-5629c40b7689,3.500,10.000,t,,210003711
CD40101,مسطرة دوش زوجية كروم,باست,,مسطرة دوش,f68c4a72-8eb2-7563-07ad-b344ff9fe960,92.000,150.000,t,,210002697
ARSB80775,مخرج شطاف كروم,PAINI,51CR133IG2,شطاف,95a6cd40-9663-6e5a-2d2b-82c8a97852fc,40.000,100.000,t,,310004170
ARSB80071,شطاف ظغط مع طوبو كروم,فينوس,AHF02,شطاف,0dafba13-51f2-fc5a-eab7-f16d55bcce40,73.000,115.000,t,,210002667
AASB30027,رف ستاينلس ستيل أسود,فينوس,457B,اكسسوارات,0dafba13-51f2-fc5a-eab7-f16d55bcce40,26.000,50.000,t,,210003443
ML30132,مرايا حمام مع إضاءة لد80*60 سم,سانيتاري ويرز,DIO-15-3,مراية مضيئة,f68c4a72-8eb2-7563-07ad-b344ff9fe960,80.000,140.000,t,,310003208
ATWC50540,صندوق بتارية مقعد أرضي,اديال سانيتار,مرجان,ملحقات مقاعد,e47ac07e-2763-bc83-6cf2-c39bb577a1f9,160.000,240.000,t,,210005074
RA20490,وصلة 63*2 لصقة ذكر ضغط 16,الرطيل,جي أم GM,وصلة,571d2375-1774-6730-7af4-8df56a1d7a88,10.000,15.000,t,,210005021
AM0183,حوض وجه مع دولاب حمام -80 سم,سانيتاري ويرز,ML-01-80,دولاب حمام,3b74be9f-643f-cd77-2128-39d8b10170c9,380.000,700.000,t,,210002887
PE30030,دهان مطاطي عازل أكريليكي  كغ13 أبيض,دهانات المدينة مصراتة,,الجدران خارجي,4db58ef5-0e02-ae07-fc14-5629c40b7689,137.750,150.000,t,,210003326
MA20040,خلاط حوض المطبخ سحاب كروم,تركواز سيراستايل,,خلاط حوض المطبخ سحاب,2e234c5a-ae37-77f1-3c02-d40e664e7d50,110.000,200.000,t,,210003342
ML10521,خلاط حوض وجه  كروم,سانيتاري ويرز,OM-106,خلاط حوض وجه,b254c840-e3dc-aa50-45cc-22c1a82f1d9d,52.000,90.000,t,,310003592
PE30503,زمالطو  3 كغ أبيض مطفي,الواحة,,الحديد,f330aa66-9a8a-90ee-d535-6c68ff14b0de,48.500,58.000,t,,210005034
ELC1473,سلك كهرباء 1 *2.5 مم²,الشركة العالمية للتصدير و الإستيراد,,الأسلاك والكابلات,4db58ef5-0e02-ae07-fc14-5629c40b7689,2.200,3.000,t,,210003988
ARSB81097,شطاف ظغط دائري مع طوبو كروم,سانيتاري واير,DEER MISA-R,شطاف,41cf3726-7c18-801f-29b4-95bfba464df9,42.000,80.000,t,,310004600
AM0411,حوض وجه مع دولاب حمام -80 سم,سانيتاري ويرز,9402,دولاب حمام,f68c4a72-8eb2-7563-07ad-b344ff9fe960,600.000,900.000,t,,210003168
ARSB80145,شطاف ظغط مربع مع طوبو مع مخرج شطاف أسود,سانيتاري واير,NOVA,شطاف,f68c4a72-8eb2-7563-07ad-b344ff9fe960,45.000,100.000,f,,310002797
MD20001,خلاط دوش مع سماعة أسود,فينوس,CIELO,خلاط دوش,0dafba13-51f2-fc5a-eab7-f16d55bcce40,118.000,180.000,t,,210002640
ARSB81044,اكسسوار خلاط شطاف مدفون دائري كروم,فيدار,FD-8T0021,ملحقات خلاط,dc6e5eb0-a2c4-7fc8-161c-528f389f29cc,85.000,150.000,t,,310004515
ARSB80391,مصب دوش مع تحويلة ابيض,بريمكس,J005W,مصب دوش,0dafba13-51f2-fc5a-eab7-f16d55bcce40,73.000,130.000,t,,310002852
ME10456,خلاط حوض المطبخ شجرة كروم,شهاب,NEW MARJAN,خلاط حوض المطبخ شجرة,3371605a-058e-4bf1-07a5-d157c54ae58f,160.000,250.000,t,,310003433
AM0955,دولاب حمام -70 سم,بن أمور,DS53-70,دولاب حمام,3b74be9f-643f-cd77-2128-39d8b10170c9,300.000,650.000,t,,310004425
PLSA0132,وردة كروم,رايمر,SAFRA,وصلة,9a9f39af-a0d0-6a64-969d-7baa03e28c4f,2.950,5.000,t,,210004496
RA20578,"سنيسكا 25"" ذهبي دائرية",الجودة,بي بي ر - PPR,سنيسكا,95d22529-eb35-a000-949b-cc311fec737c,88.000,140.000,t,,210005113
ARSB80429,كسكاس دوش مربع  250*250 مم ذهبي مع قصبة,مونتانا س.ل,MT-2525SQ-G,كسكاس دوش,51882a69-3ac9-cde2-37e3-64e2b7daae96,228.000,350.000,t,,310003486
ARSB80288,مثبت خلاط فردي,سانيتاري ويرز,,ملحقات خلاط,51882a69-3ac9-cde2-37e3-64e2b7daae96,3.000,10.000,t,,310003290
AM0954,دولاب مع حوض وجه مع مراية حمام 70 سم,بن أمور,DS53-70,دولاب حمام,3b74be9f-643f-cd77-2128-39d8b10170c9,700.000,1400.000,t,,310004424
ME11006,خلاط حوض المطبخ شجرة كروم,فيغاروو,EM-005,خلاط حوض المطبخ شجرة,51882a69-3ac9-cde2-37e3-64e2b7daae96,132.000,250.000,t,,310004477
MD20627,خلاط دوش كروم,بن أمور,huang crown-2,خلاط دوش,ac78bb51-d153-70a3-ad89-bdb50a8537eb,135.000,210.000,t,,310003735
MTE60035,خلاط شطاف مدفون كروم,فرامو,DE206CR,خلاط شطاف مدفون,f9f6d83d-5b9d-2d22-c42a-21b487031fad,160.000,250.000,t,,310002712
ARSB80485,شطاف ظغط مربع مع طوبو ذهبي,تركي,GPD,شطاف,0c575208-c139-0260-a6d0-f96f93e5c6ae,190.000,285.000,t,,310003556
PD20286,حاجز دوش 8 مم  مضبب70  سم,ليسو,WIC-70D,حاجز دوش,9a9f39af-a0d0-6a64-969d-7baa03e28c4f,340.000,550.000,t,,210004707
ARSB80039,شطاف ظغط مربع مع طوبو كروم,سانيتاري ويرز,,شطاف,2e234c5a-ae37-77f1-3c02-d40e664e7d50,55.000,100.000,t,,210003340
VS10458,حوض وجه معلق 85 سم,أوركا,AYDOS,حوض وجه معلق,fd059421-15b9-e743-662a-d6c4e83bb171,310.000,700.000,t,,210003222
PA30056,بونتة 6 * 16سم,الشركة العالمية للتصدير و الإستيراد,,أدوات الثقب,4db58ef5-0e02-ae07-fc14-5629c40b7689,2.450,5.000,t,,210004381
P30703,مضخة ماجن 0.8 حصان بالأوتوماتك,UMBRA POMPE,,مضخة,b79e7abc-51e1-263e-7d9c-8207fbd25aaf,2250.000,2550.000,t,,310003811
PD20288,حاجز دوش 8 مم بالعلاقة المناشف100 سم,ليسو,WIC-100E,حاجز دوش,9a9f39af-a0d0-6a64-969d-7baa03e28c4f,410.000,700.000,t,,210004709
VS11062,عمود حوض وجه سفير معلق أبيض,اديال سانيتار,سفير,حوض وجه معلق,e47ac07e-2763-bc83-6cf2-c39bb577a1f9,110.000,200.000,t,,310004533
ELC1108,"مطول كهرباء 4مدخل 3متر
",الشركة العالمية للتصدير و الإستيراد,,الأسلاك والكابلات,4db58ef5-0e02-ae07-fc14-5629c40b7689,49.500,65.000,t,,210004466
MT30023,خلاط شطاف مع شطاف كروم,سانيتاري ويرز,8025,خلاط شطاف,7ea09f3f-5446-26a3-c653-90a14ccabc04,70.000,140.000,t,,310002834
ALVM51001,سيفون حوض الوجه كلك بمانع رائحة,سانيتاري ويرز,SG5174-11,سيفون حوض الوجه,51882a69-3ac9-cde2-37e3-64e2b7daae96,33.000,60.000,t,,310004472
WS10116,مقعد معلق رايملس أبيض,تركواز سيراستايل,AQUA,مقعد معلق,3ef761c8-d645-a9c8-47dc-960089e79b35,843.900,960.000,t,,310003192
PE30132,قادومة 200 غ,إنتكس,,مطرقة - ماصة,4db58ef5-0e02-ae07-fc14-5629c40b7689,4.750,9.000,t,,210003625
PS20125,علاقة مناشف كروم,KBM,L-5065,علاقة مناشف,e47ac07e-2763-bc83-6cf2-c39bb577a1f9,72.500,140.000,t,,310002974
AM40356,مراية دولاب حمام -80 سم,سانيتاري ويرز,8112,مراية دولاب,9a9f39af-a0d0-6a64-969d-7baa03e28c4f,175.000,250.000,t,,210004800
ARSB80166,سماعة دوش كروم,سانيتاري ويرز,X001CQMRE1,سماعة دوش,081276dc-6952-a613-dc62-614b51522ad0,30.000,50.000,f,,310002821
ARSB80400,مصب دوش مع تحويلة كروم,سانيتاري ويرز,EZ-3065,مصب دوش,e47ac07e-2763-bc83-6cf2-c39bb577a1f9,97.750,150.000,t,,310003157
PA30429,ڨوانطي,فندر,194627,قفازات,4db58ef5-0e02-ae07-fc14-5629c40b7689,5.500,15.000,t,,210003940
RA20513,مخفض حديد 3/4 * 1/2,الشركة العالمية للتصدير و الإستيراد,,مخفض,1054307a-87a0-d4d2-fe16-bd905fe6a04b,0.750,3.000,t,,210004029
MM30410,خلاط حوض المطبخ حائطي كروم,فرامو,TU111CR,خلاط حوض المطبخ حائطي,3371605a-058e-4bf1-07a5-d157c54ae58f,175.000,300.000,t,,310003465
PLSA0664,وردة كروم,سانيتاري ويرز,SASSI,وصلة,f68c4a72-8eb2-7563-07ad-b344ff9fe960,9.000,15.000,t,,310003772
VS10571,حوض وجه معلق 60سم,ليسو,1197,حوض وجه معلق,9a9f39af-a0d0-6a64-969d-7baa03e28c4f,220.000,380.000,t,,210005106
ARSB80821,مصب دوش مع تحويلة أسود,سي أر سمارت,15.13.2,مصب دوش,2e234c5a-ae37-77f1-3c02-d40e664e7d50,80.000,120.000,t,,210003302
VS10828,حوض وجه معلق أسود -60سم,ب.أمور,LT-2173-MB,حوض وجه معلق,77d76dcb-7fe6-a4b4-4998-83b869291b06,295.000,500.000,t,,310004258
ML10003,خلاط حوض وجه أسود,فينوس,CIELO,خلاط حوض وجه,0dafba13-51f2-fc5a-eab7-f16d55bcce40,90.000,135.000,t,,210002583
PLSA0924,مطول 1/2 *0.5 سم نحاسي,سانيتاري ويرز,,وصلة,3371605a-058e-4bf1-07a5-d157c54ae58f,2.000,5.000,t,,310004385
ML30082,مرايا حمام مع إضاءة لد 60*80 سم,سانيتاري ويرز,118150,مراية مضيئة,f68c4a72-8eb2-7563-07ad-b344ff9fe960,85.000,160.000,t,,210004424
WS10594,مقعد معلق تورنيدو أبيض,ب.أمور,SH-035,مقعد معلق,56855bde-1190-92a2-afb0-419a9650977f,405.000,700.000,t,,310003700
ART0023,صابونية كروم,فينوس,BA807,اكسسوارات,0dafba13-51f2-fc5a-eab7-f16d55bcce40,84.000,120.000,t,,210004334
PE30160,محشة,الشركة العالمية للتصدير و الإستيراد,,منجل,4db58ef5-0e02-ae07-fc14-5629c40b7689,2.150,5.000,t,,210003654
LG40330,حوض وجه برسلين 65 سم,رويال,YB036_9,حوض وجه برسلين,60d7d8a2-1083-abe4-d894-b1c7f3235d40,400.000,600.000,t,,210003072
MTE60039,خلاط شطاف مدفون كروم,فرامو,SM206CR,خلاط شطاف مدفون,f9f6d83d-5b9d-2d22-c42a-21b487031fad,170.000,270.000,t,,210002769
PA30547,برشام 4  * 12,الشركة العالمية للتصدير و الإستيراد,,برشام,4db58ef5-0e02-ae07-fc14-5629c40b7689,2.000,5.000,t,,210004064
ARSB80998,كسكاس دوش مربع 200*200 مم كروم,بضائع أوروبية,OB03M20Q-CR,كسكاس دوش,f68c4a72-8eb2-7563-07ad-b344ff9fe960,95.000,150.000,t,,310003251
ML30538,مرايا حمام مع إضاءة لد 100*60 سم,سانيتاري ويرز,21,مراية مضيئة,b254c840-e3dc-aa50-45cc-22c1a82f1d9d,105.000,200.000,t,,310003610
EL50096,كلبس كاو رقم 16,الشركة العالمية للتصدير و الإستيراد,,ملحقات الكهرباء,4db58ef5-0e02-ae07-fc14-5629c40b7689,1.900,4.000,t,,210003559
AASB31086,حاملة فرشاة أسنان كروم,بن أمور,B.AMOR-CA,اكسسوارات,ac78bb51-d153-70a3-ad89-bdb50a8537eb,20.000,60.000,t,,310004589
ARSB80005,سماعة دوش مع طوبو كروم,ليسو,,سماعة دوش,f68c4a72-8eb2-7563-07ad-b344ff9fe960,34.000,65.000,t,,210003114
WA40115,غطاء مقعد تركي أبيض,سانيتاري ويرز,,غطاء مقعد,4db58ef5-0e02-ae07-fc14-5629c40b7689,21.000,35.000,t,,210004474
RO10107,مسكر زاوية  ''1/2 * ''1/2 كروم,فيوري,,حنفية,4db58ef5-0e02-ae07-fc14-5629c40b7689,15.000,20.000,t,,210004465
PE30374,اسمنت ابيض 50كغ,سانيتاري ويرز,اسمنت بورتلاندي ابيض,استوك الجدران,e47ac07e-2763-bc83-6cf2-c39bb577a1f9,37.000,48.000,t,,210004170
MD20026,خلاط دوش كروم,سانيتاري ويرز,VESUN Z-9003,خلاط دوش,6404b473-9064-2186-1532-6b8e0def0d69,83.000,150.000,t,,310002768
RA30060,"وصلة 1.5""* 1.5"" سن داخلي",الرطيل,جي أم GM,وصلة,4db58ef5-0e02-ae07-fc14-5629c40b7689,3.750,9.000,t,,210003504
PE30043,طلاء زيتي 700 غ أَحْمَر لامع,دهانات المدينة مصراتة,طلاء زيتي,الحديد,4db58ef5-0e02-ae07-fc14-5629c40b7689,15.000,20.000,t,,210003362
MA20127,خلاط حوض المطبخ سحاب كروم,بريمكس,11067GY,خلاط حوض المطبخ سحاب,0dafba13-51f2-fc5a-eab7-f16d55bcce40,235.000,350.000,t,,210002723
EG40891,رف رخامي كوارتز 80سم,سانيتاري ويرز,W801,رف حوض وجه برسلين,b254c840-e3dc-aa50-45cc-22c1a82f1d9d,270.000,600.000,t,,310004012
ML30103,مرايا حمام مع إضاءة لد 80*50سم,سانيتاري ويرز,M006,مراية مضيئة,f68c4a72-8eb2-7563-07ad-b344ff9fe960,145.000,200.000,t,,210004461
CD40037,مسطرة دوش زوجية كروم,فينوس,TOP3302,مسطرة دوش,0dafba13-51f2-fc5a-eab7-f16d55bcce40,221.625,350.000,t,,210004351
ML10075,خلاط حوض وجه أسود,فيرمر,YLN18559-1H,خلاط حوض وجه,0dafba13-51f2-fc5a-eab7-f16d55bcce40,125.000,200.000,t,,310002731
RA20508,طابة نهاية خط حديد 3/4,الشركة العالمية للتصدير و الإستيراد,,طابة,1054307a-87a0-d4d2-fe16-bd905fe6a04b,1.300,3.000,t,,210004024
AASB30180,أرضية دوش,بضائع أوروبية,WENKO 23123100,اكسسوارات,081276dc-6952-a613-dc62-614b51522ad0,40.000,80.000,t,,310003246
AASB30152,حاملة فوط كروم,سانيتاري ويرز,Kairo chrom,اكسسوارات,081276dc-6952-a613-dc62-614b51522ad0,40.000,95.000,t,,310003001
AB10843,خزانة حمام أبيض,سانيتاري ويرز,9615,خزانة حمام,f68c4a72-8eb2-7563-07ad-b344ff9fe960,270.000,430.000,t,,310003964
PE30436,"سكينة تغليف يد بلاستك 10""",الشركة العالمية للتصدير و الإستيراد,,أدوات,f330aa66-9a8a-90ee-d535-6c68ff14b0de,7.250,12.000,t,,210004948
ML10011,خلاط حوض وجه كروم,توريما,BLOG 8G54511-T40,خلاط حوض وجه,3f8e1d44-c2e4-cecd-ff29-48dc418eba21,615.000,1000.000,t,,310002661
ML30604,مرايا حمام مع إضاءة لد 80*60سم,بن أمور,SH-1014-80/60,مراية مضيئة,56855bde-1190-92a2-afb0-419a9650977f,105.000,180.000,t,,310003711
ALVM50405,سيفون حوض الوجه كروم,نابولي,XSQ-01N,سيفون حوض الوجه,7bde2e9a-267b-c89e-0807-be8b711c03cd,59.000,120.000,t,,210003162
ML10039,خلاط حوض وجه كروم,فيڤارو,EM-002,خلاط حوض وجه,dc6e5eb0-a2c4-7fc8-161c-528f389f29cc,86.500,130.000,t,,210002623
PE30051,طلاء زيتي 850 غ أبيض لامع,دهانات المدينة مصراتة,طلاء زيتي,الحديد,4db58ef5-0e02-ae07-fc14-5629c40b7689,19.400,20.000,t,,210003370
PD20444,حاجز دوش 8مم اطار أسود 70 سم,ليسو,D08G BLACK,حاجز دوش,f68c4a72-8eb2-7563-07ad-b344ff9fe960,435.000,650.000,t,,210003205
WP20160,مقعد أرضي ملحوم سداسي مدفع أبيض,ب.أمور,SH-276-P,مقعد أرضي,56855bde-1190-92a2-afb0-419a9650977f,450.000,550.000,t,,210002864
CC10369,كولة فواصل 018,kalekim,CAPPADOCIA CRAM,كولة بلاط أرضيات,96788f75-aca7-6778-39d6-9ded903609dd,38.000,42.000,t,,210004813
MC10061,مجرى 50 سم *7 سم كروم,الشركة التونسية للمواد الصحية,JASMIN 7198,مجرى,4db58ef5-0e02-ae07-fc14-5629c40b7689,56.000,84.000,t,,310003091
PA30741,لقمة جيدور كروم رقم 8,الشركة العالمية للتصدير و الإستيراد,,مجموعة مفاتيح عدة,f330aa66-9a8a-90ee-d535-6c68ff14b0de,2.750,8.000,t,,210004511
ALVM50505,مطول سيفون حوض الوجه 40سم كروم,سانيتاري ويرز,ORTA,ملحقات أحواض مغاسل,c0faf038-b788-4ed3-15e1-cb4edf3f56f1,16.500,30.000,t,,310003576
ARSB80397,قصبة دوش 40 سم أسود,سانيتاري ويرز,RAN RAN NN-SC-6,قصبة دوش,0dafba13-51f2-fc5a-eab7-f16d55bcce40,24.500,60.000,t,,310002889
ATWC50214,بتارية مقعد أرضي جنب,سانيتاري ويرز,,ملحقات مقاعد,4db58ef5-0e02-ae07-fc14-5629c40b7689,45.000,75.000,t,,210002926
LG40319,حوض وجه برسلين مشطوف 80 سم,رويال,YB14-3,حوض وجه برسلين,60d7d8a2-1083-abe4-d894-b1c7f3235d40,500.000,650.000,t,,210003058
LG40322,حوض وجه برسلين 80 سم,رويال,YB03_20,حوض وجه برسلين,60d7d8a2-1083-abe4-d894-b1c7f3235d40,400.000,600.000,t,,210003063
MD20021,خلاط دوش مع سماعة كروم,فرامو,NM202CR,خلاط دوش,3371605a-058e-4bf1-07a5-d157c54ae58f,325.000,450.000,t,,310002697
MC10084,مجرى 45سم *7 سم كروم,بيورا,DL-01-45,مجرى,f9f6d83d-5b9d-2d22-c42a-21b487031fad,257.000,320.000,t,,310003117
ML30050,مرايا حمام مع إضاءة لد 80*60 سم,سانيتاري ويرز,,مراية مضيئة,2e234c5a-ae37-77f1-3c02-d40e664e7d50,95.000,150.000,t,,210003355
PE30462,لصقة مع مجفف 200 مل,ابل,,المواد اللاصقة و العازلة,f330aa66-9a8a-90ee-d535-6c68ff14b0de,10.250,15.000,t,,210005010
AASB30634,صابونية أسود,بن أمور,,اكسسوارات,ac78bb51-d153-70a3-ad89-bdb50a8537eb,20.000,50.000,t,,310003742
ARSB80010,سماعة دوش مع طوبو كروم,سانيتاري واير,,سماعة دوش,4db58ef5-0e02-ae07-fc14-5629c40b7689,15.500,45.000,t,,210003119
VS11069,حوض وجه موطو مع عمود أبيض,ABM,ABM-4006,حوض وجه معلق,dc6e5eb0-a2c4-7fc8-161c-528f389f29cc,295.000,450.000,t,,310004540
PA30139,عصاة مكنسة,ماتاكس,PS06-1A,مكنسة خارجية,4db58ef5-0e02-ae07-fc14-5629c40b7689,1.650,3.000,t,,210003632
LG40320,حوض وجه برسلين مشطوف 80 سم,رويال,YB14-4,حوض وجه برسلين,60d7d8a2-1083-abe4-d894-b1c7f3235d40,500.000,650.000,t,,210003060
MD20060,خلاط دوش مع سماعة كروم,سانيتاري ويرز,8028,خلاط دوش,7ea09f3f-5446-26a3-c653-90a14ccabc04,100.000,220.000,t,,310002833
ARSB80089,طوبو شطاف 120 سم كروم,فينوس,BS-120,طوبو شطاف,0dafba13-51f2-fc5a-eab7-f16d55bcce40,39.000,80.000,t,,210002685
ARSB80979,مصب دوش مربع بالتحويله أسود,توريما,03278BB-T90,مصب دوش,3f8e1d44-c2e4-cecd-ff29-48dc418eba21,760.000,950.000,t,,310004449
MC10126,غطاء غرفة تفتيش 60*60مخفي SUS304,بيورا,,مجرى,f9f6d83d-5b9d-2d22-c42a-21b487031fad,430.000,540.000,t,,210004493
ML10790,خلاط حوض وجه أسود,سانيتاري ويرز,OM-32B,خلاط حوض وجه,b254c840-e3dc-aa50-45cc-22c1a82f1d9d,230.000,350.000,t,,310004132
MA20471,خلاط حوض المطبخ شلال منظومة نص فل,سانيتاري ويرز,XSDD010582,خلاط حوض المطبخ سحاب,95d22529-eb35-a000-949b-cc311fec737c,99.000,225.000,t,,210004998
MD20058,خلاط دوش مع سماعة كروم,فرامو,HO202CR,خلاط دوش,3371605a-058e-4bf1-07a5-d157c54ae58f,325.000,460.000,t,,210002654
ML31136,مرايا حمام مع إضاءة لد 80*60 سم,ستار سانيتار,236,مراية مضيئة,8d388eaa-de46-d772-319c-750398f43c28,130.000,220.000,t,,310004639
PA30408,عجلة باب سحاب  رقم 100,الشركة العالمية للتصدير و الإستيراد,,ملحقات معدات الباب,4db58ef5-0e02-ae07-fc14-5629c40b7689,50.500,75.000,t,,210003919
PA30502,بونتة 22 * 450 مم,الشركة العالمية للتصدير و الإستيراد,,أدوات الثقب,4db58ef5-0e02-ae07-fc14-5629c40b7689,13.500,20.000,t,,210004018
MC10111,سرفنتينة 13 سم * 13 سم كروم,بضائع أوروبية,,مجرى,3371605a-058e-4bf1-07a5-d157c54ae58f,49.000,75.000,t,,310003186
PE30438,ماكينة قص بي بي ار,اي بي سي,AC18763,موس فرش والمقص,4db58ef5-0e02-ae07-fc14-5629c40b7689,68.000,100.000,t,,210003949
LG40394,حوض وجه برسلين 80 سم,رويال,2612,حوض وجه برسلين,f68c4a72-8eb2-7563-07ad-b344ff9fe960,400.000,600.000,t,,210003151
PA30164,سطل بناء,الشركة العالمية للتصدير و الإستيراد,,سطل بناء,4db58ef5-0e02-ae07-fc14-5629c40b7689,6.250,11.000,t,,210003658
ML10283,خلاط حوض وجه كروم,ARB,JALT001LYC00,خلاط حوض وجه,dd2fc8ac-5717-c00a-07b0-627c341c4a46,209.000,330.000,t,,210004704
AM0839,حوض وجه مع دولاب حمام -80 سم,سانيتاري ويرز,1513,دولاب حمام,f68c4a72-8eb2-7563-07ad-b344ff9fe960,990.000,1400.000,t,,310004271
ARSB80827,مصب دوش-مربع بدون تحويلة ذهبي,فرامو,HO211ORO,مصب دوش,f9f6d83d-5b9d-2d22-c42a-21b487031fad,450.000,500.000,t,,310004157
ARSB80476,طوبو دوش 150سم كروم,فينوس,SP-150,طوبو دوش,f68c4a72-8eb2-7563-07ad-b344ff9fe960,29.000,50.000,t,,210003250
ARSB80209,قصبة دوش 32 سم أسود,ليمكس,,قصبة دوش,f592fa51-d431-40c9-f38d-39cdf4092eb2,35.000,80.000,t,,310003070
SI10138,سلكون  280 غرام أبيض التاج,التاج,48593,سلكون,b907b80a-1272-6c41-14b7-dc0946e8d72a,7.292,10.000,t,,210004299
PS20039,علاقة مناشف كروم,سانيتاري ويرز,,علاقة مناشف,f68c4a72-8eb2-7563-07ad-b344ff9fe960,32.000,50.000,t,,210003476
RA20453,"سنيسكا 32"" كروم",فرات,بي بي ر - PPR,سنيسكا,f330aa66-9a8a-90ee-d535-6c68ff14b0de,97.750,75.000,t,,210004972
