id,proforma_id,product_code,product_name,qty,unit_price,line_total
d7ac3718-bb1d-5f13-50a0-1f783cb45602,90cb4cc1-e32f-4570-9adc-40e677d75358,MC10257,مجرى 40 سم *6 سم كروم,3,190.000,570.000
9c516188-24bd-7313-719e-9ed4d1becc1e,12deaaec-af73-b633-697e-873058c795ba,RA30055,طوبو2'' 6 متر,3,45.000,135.000
2b9f606f-bb18-bc57-5293-66cbf66695fa,12deaaec-af73-b633-697e-873058c795ba,RA30010,"كوربة 4"" 45°",25,20.000,500.000
fbd24778-b2f1-5903-f9a0-cb83a9d71770,12deaaec-af73-b633-697e-873058c795ba,RA30023,"كوربة باب 4"" 87.5°",8,25.000,200.000
f227c9b2-0d31-ab9a-37be-e01d2ad08153,12deaaec-af73-b633-697e-873058c795ba,RA30013,"كوربة اس (2 قطع) 4"" 45°",7,40.000,280.000
a0be2f4e-3557-948d-1ede-43700ca687ee,12deaaec-af73-b633-697e-873058c795ba,RA30058,"وصلة 4""",8,10.000,80.000
0674f4ef-0020-781a-979e-a68301b213f2,12deaaec-af73-b633-697e-873058c795ba,RA30016,"كوربة 2"" - 45°",10,6.500,65.000
f5bfee3d-f7b6-4af6-d4d5-1b3d435a2f0b,12deaaec-af73-b633-697e-873058c795ba,RA30048,"مخفض 4"" * 2""",10,13.000,130.000
b6e9424e-5eda-35cb-8a16-064306d69f21,12deaaec-af73-b633-697e-873058c795ba,RA30018,"كوربة 1.5"" - 45°",50,4.000,200.000
618923a7-d878-ab38-c066-de6ce7f1a93b,12deaaec-af73-b633-697e-873058c795ba,RA30017,"كوربة 1.5"" - 90°",25,4.000,100.000
1fcf8930-8371-a25f-cab6-3e7331300e41,12deaaec-af73-b633-697e-873058c795ba,RA30034,"مثلث 1.5"" 90°",3,6.000,18.000
247b2465-eb07-b0eb-9ffa-8de6d0c51f8b,12deaaec-af73-b633-697e-873058c795ba,RA30026,"واي 4"" 45°",8,37.000,296.000
d1d4bb41-ff16-0a6e-2acb-4e853c067f58,12deaaec-af73-b633-697e-873058c795ba,RA30046,"مجمع 2"" 1.5"" 1.5"" 1.5""",6,26.000,156.000
a55b221f-b0b2-886f-2e08-b39ed95d530c,12deaaec-af73-b633-697e-873058c795ba,RA30001,طوبو1'' 6 متر,10,31.000,310.000
63c57ea4-1189-06db-5916-ea24df35b113,12deaaec-af73-b633-697e-873058c795ba,RA30032,"وصلة 1""",10,3.200,32.000
d24c8f74-a2d0-d7c2-d60a-f5c387dbaddc,223ea701-4eda-ecd2-c3b8-429bd7fcd6c9,RA20014,"وصلة 25* 1/2"" سن داخلي",6,7.000,42.000
4f066648-34a4-e6b8-4352-a65d5206a1af,12deaaec-af73-b633-697e-873058c795ba,RA20040,"مخفض 32""* 25"" لحام",11,1.900,20.900
15cb8a53-ce9b-1afa-1c52-6bea51d4d1b9,12deaaec-af73-b633-697e-873058c795ba,RA20009,"كوع 25 *  1/2"" سن خارجي",8,7.800,62.400
cc6b5234-f415-8d11-b5ad-d2793b37083f,12deaaec-af73-b633-697e-873058c795ba,RA20015,"وصلة 25* 1/2"" سن خارجي",25,9.000,225.000
1b5a2d05-5621-d63e-0eb8-c5173eb35c93,12deaaec-af73-b633-697e-873058c795ba,RA20017,"وصلة 25* 3/4"" سن خارجي",8,8.900,71.200
4734379b-0f45-b2ba-2aec-5dd043a1f248,12deaaec-af73-b633-697e-873058c795ba,RA20035,"سنيسكا 25"" قصيرة طربوش",11,52.000,572.000
98f1b5b1-bc17-4176-aca0-6824ea16a757,12deaaec-af73-b633-697e-873058c795ba,RA20078,صرباص 25,40,3.000,120.000
ce481ce0-e1c8-4f02-4f57-ebdbeb75e217,12deaaec-af73-b633-697e-873058c795ba,RA20013,"وصلة 25"" لحام",20,1.500,30.000
1beadde0-acfe-dde9-4583-4917f7f36895,12deaaec-af73-b633-697e-873058c795ba,RA20002,"كوع 25"" - 45 لحام",80,1.500,120.000
7794d819-5304-4c29-c348-fa2c459e8dac,12deaaec-af73-b633-697e-873058c795ba,RA20025,"مثلث 25* 3/4"" سن داخلي",60,8.500,510.000
4b4cb602-bc25-a0ed-5bd1-b9097f16490e,12deaaec-af73-b633-697e-873058c795ba,RA20001,"كوع 25"" لحام",100,1.600,160.000
291b4aa4-134d-9373-49fa-692b74998d20,12deaaec-af73-b633-697e-873058c795ba,RA20008,"كوع 25* 1/2"" سن داخلي",100,6.800,680.000
0074b98c-94be-0046-99c8-c6f955468d50,12deaaec-af73-b633-697e-873058c795ba,RA20036,مواسير 25'' 4 متر,95,26.000,2470.000
dc72e270-9a68-3ba0-2948-560ca786c1ee,12deaaec-af73-b633-697e-873058c795ba,MTE60009,خلاط شطاف مدفون كروم,8,350.000,2800.000
a83dd349-b2f7-074a-2e00-bc5268a67312,12deaaec-af73-b633-697e-873058c795ba,MDE50008,خلاط دوش مدفون كروم,8,480.000,3840.000
f250ceef-2d64-2261-7692-84c12d1740c7,223ea701-4eda-ecd2-c3b8-429bd7fcd6c9,RA20013,"وصلة 25"" لحام",15,1.500,22.500
e159664a-eb56-ee47-2cd8-d6c79d5fd253,223ea701-4eda-ecd2-c3b8-429bd7fcd6c9,RA20033,"سنيسكا 25"" ليفة",1,25.000,25.000
1bd26118-ae49-6af6-7db5-dd93d4896cfb,223ea701-4eda-ecd2-c3b8-429bd7fcd6c9,RA20034,"سنيسكا 25"" كروم",9,60.000,540.000
142921a6-9ea9-52f4-bee1-0ab7e882b5a2,223ea701-4eda-ecd2-c3b8-429bd7fcd6c9,RA20047,"طابة تجربة 25"" لحام",30,1.500,45.000
ce6acf79-486e-e88c-95c7-a1080eef37ae,223ea701-4eda-ecd2-c3b8-429bd7fcd6c9,AETS20004,تفلون 19 مم * 15 متر * 0.20 مم,5,8.000,40.000
cd7cc757-4aa4-080e-2b0f-f71ac2786e27,223ea701-4eda-ecd2-c3b8-429bd7fcd6c9,PLSA0234,"نبلس ""1/2 * ""1/2 كروم",2,8.750,17.500
6477fd9f-3886-a5f9-e774-31872b79f415,223ea701-4eda-ecd2-c3b8-429bd7fcd6c9,RFP1424,"فسيبلي "" 1/2 أنثى * ""1/2 أنثى 40سم",2,19.000,38.000
3a762e12-c6cf-a2e9-eeb2-55bdc63f0eeb,223ea701-4eda-ecd2-c3b8-429bd7fcd6c9,RA20036,مواسير 25'' 4 متر,30,27.500,825.000
